ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT;BOOTH_ID;SUBINDUSTRY;SUBMARKET;SUBMARKET_1;MARKET_NAME;INDUSTRY_NAME
32404432;0442594             ;0;2;2;20140812;2;791674;80;1006;1006;四区市场;鞋类
32404433;Y1-0105B2           ;1;1;2;20140812;2;803886;141;1008;1008;篁园服装市场;裤
32404434;0214765             ;0;1;1;20140812;1;764355;17;1003;1003;二区市场;五金工具/配件
32404435;0215772             ;0;13;13;20140812;10;772395;17;1003;1003;二区市场;五金工具/配件
32404436;0443116             ;0;1;1;20140812;1;779790;80;1006;1006;四区市场;鞋类
32404437;0442613             ;1;1;2;20140812;2;792060;80;1006;1006;四区市场;鞋类
32404438;0430296             ;5;11;16;20140812;12;793743;130;1006;1006;四区市场;袜类
32404439;01A2309A1           ;1;6;7;20140812;7;755024;115;1001;1001;一区市场;玩具
32404440;0322143             ;0;11;11;20140812;10;771781;107;1004;1004;三区市场;笔墨纸制品
32404441;0430942             ;8;15;23;20140812;14;783227;130;1006;1006;四区市场;袜类
32404442;shop_109221         ;3;3;6;20140812;3;764384;31;1003;1003;二区市场;五金电器
32404443;01A4507A            ;1;9;10;20140812;4;754966;7;1001;1001;一区市场;珠宝首饰
32404444;0445962             ;4;5;9;20140812;9;791513;131;1006;1006;四区市场;皮带/配件
32404445;0436563             ;0;1;1;20140812;1;797795;78;1006;1006;四区市场;日用百货
32404446;0442968             ;0;2;2;20140812;2;793330;80;1006;1006;四区市场;鞋类
32404447;01A31372            ;0;1;1;20140812;1;756929;6;1001;1001;一区市场;头饰
32404448;01A7109A            ;0;4;4;20140812;4;752914;9;1001;1001;一区市场;装饰工艺
32404449;0449290B            ;0;1;1;20140812;1;791238;86;1006;1006;四区市场;文胸内衣
32404450;01A5527             ;0;3;3;20140812;3;751430;7;1001;1001;一区市场;珠宝首饰
32404451;0560312             ;13;22;35;20140812;17;802279;180;1007;1007;五区市场;进口商品馆-食品保健品
32404452;0210945A            ;0;2;2;20140812;2;773966;15;1003;1003;二区市场;箱包
32404453;01A6012A            ;0;3;3;20140812;3;755834;8;1001;1001;一区市场;喜庆工艺
32404454;0217737             ;4;29;33;20140812;17;812966;20;1003;1003;二区市场;电讯器材
32404455;0325378A            ;0;1;1;20140812;1;769126;102;1004;1004;三区市场;文化体育用品
32404456;0435698             ;1;2;3;20140812;3;786491;78;1006;1006;四区市场;日用百货
32404457;01A5318B            ;0;2;2;20140812;2;758246;7;1001;1001;一区市场;珠宝首饰
32404458;0432626A            ;2;3;5;20140812;5;779860;130;1006;1006;四区市场;袜类
32404459;Y3-0017             ;0;2;2;20140812;2;804528;144;1008;1008;篁园服装市场;女装
32404460;01A4619             ;4;7;11;20140812;4;749398;6;1001;1001;一区市场;头饰
32404461;0210035A            ;0;1;1;20140812;1;775852;14;1003;1003;二区市场;雨披/包装袋
32404462;01A43391            ;0;3;3;20140812;3;752670;7;1001;1001;一区市场;珠宝首饰
32404463;01F2-200            ;1;1;2;20140812;2;100007486;7;1001;1001;一区市场;珠宝首饰
32404464;01A7312A            ;0;1;1;20140812;1;752349;9;1001;1001;一区市场;装饰工艺
32404465;0451396             ;1;28;29;20140812;17;768911;514;1006;1006;四区市场;服饰
32404466;0216330             ;1;4;5;20140812;4;775450;18;1003;1003;二区市场;五金厨卫
32404467;01A39381            ;0;2;2;20140812;2;755417;6;1001;1001;一区市场;头饰
32404468;Y4-0612B            ;0;2;2;20140812;1;805352;149;1008;1008;篁园服装市场;羊毛衫
32404469;0321307             ;0;2;2;20140812;1;771138;107;1004;1004;三区市场;笔墨纸制品
32404470;0329160             ;1;1;2;20140812;2;774199;93;1004;1004;三区市场;装饰画、装饰画配件及加工机械
32404471;0440854A            ;0;2;2;20140812;2;791711;74;1006;1006;四区市场;线带
32404472;01A3434             ;0;2;2;20140812;1;753044;6;1001;1001;一区市场;头饰
32404473;0324294A            ;1;3;4;20140812;4;770150;102;1004;1004;三区市场;文化体育用品
32404474;0430491             ;0;1;1;20140812;1;782148;130;1006;1006;四区市场;袜类
32404475;0439353B            ;0;1;1;20140812;1;782578;133;1006;1006;四区市场;帽子
32404476;0219390             ;4;19;23;20140812;19;762694;31;1003;1003;二区市场;五金电器
32404477;0325572B            ;0;1;1;20140812;1;772025;102;1004;1004;三区市场;文化体育用品
32404478;0321896             ;0;2;2;20140812;2;774225;107;1004;1004;三区市场;笔墨纸制品
32404479;0430946             ;1;1;2;20140812;2;783260;130;1006;1006;四区市场;袜类
32404480;0328531             ;2;5;7;20140812;7;782996;501;1004;1004;三区市场;生产企业直销中心-化妆品/美容美发
32404481;0442554             ;0;2;2;20140812;2;795244;80;1006;1006;四区市场;鞋类
32404482;shop_115724         ;20;6;26;20140812;8;100008729;522;1007;1007;五区市场;小商品配送
32404483;01A3297B            ;0;4;4;20140812;4;754115;6;1001;1001;一区市场;头饰
32404484;0325010             ;0;1;1;20140812;1;772043;68;1004;1004;三区市场;办公学习用品
32404485;0435683A            ;0;3;3;20140812;3;786470;78;1006;1006;四区市场;日用百货
32404486;0435046             ;1;3;4;20140812;4;777764;78;1006;1006;四区市场;日用百货
32404487;0438453A            ;3;6;9;20140812;8;791343;133;1006;1006;四区市场;帽子
32404488;0325197             ;0;1;1;20140812;1;771787;68;1004;1004;三区市场;办公学习用品
32404489;0218677A            ;0;2;2;20140812;1;764546;500;1003;1003;二区市场;电池/灯/电筒(电子)
32404490;0449115             ;0;9;9;20140812;7;791108;86;1006;1006;四区市场;文胸内衣
32404491;0444260A            ;0;1;1;20140812;1;792696;80;1006;1006;四区市场;鞋类
32404492;0219091             ;6;21;27;20140812;20;760587;28;1003;1003;二区市场;香港馆
32404493;shop_113569         ;0;6;6;20140812;6;100008175;522;1007;1007;五区市场;小商品配送
32404494;0445892             ;1;1;2;20140812;2;795716;131;1006;1006;四区市场;皮带/配件
32404495;0431823             ;0;2;2;20140812;2;767430;130;1006;1006;四区市场;袜类
32404496;0218620B            ;2;4;6;20140812;5;764733;500;1003;1003;二区市场;电池/灯/电筒(电子)
32404497;01A6745A            ;1;1;2;20140812;2;757469;9;1001;1001;一区市场;装饰工艺
32404498;01A4964B            ;0;2;2;20140812;2;754743;7;1001;1001;一区市场;珠宝首饰
32404499;0325713A            ;1;1;2;20140812;2;770641;102;1004;1004;三区市场;文化体育用品
32404500;0445311             ;0;1;1;20140812;1;796887;131;1006;1006;四区市场;皮带/配件
32404501;0328804             ;1;7;8;20140812;6;771868;503;1004;1004;三区市场;生产企业直销中心-文化体育
32404502;0217757A            ;0;6;6;20140812;5;767312;20;1003;1003;二区市场;电讯器材
32404503;0448043             ;0;2;2;20140812;2;795113;86;1006;1006;四区市场;文胸内衣
32404504;0436099             ;0;2;2;20140812;2;782290;78;1006;1006;四区市场;日用百货
32404505;01A31942            ;0;3;3;20140812;3;750265;6;1001;1001;一区市场;头饰
32404506;01A6719             ;0;1;1;20140812;1;759896;9;1001;1001;一区市场;装饰工艺
32404507;01A92381            ;3;8;11;20140812;6;749115;505;1001;1001;一区市场;生产企业直销中心(玩具·花类·饰品及配件·工艺品)
32404508;01A9459A            ;0;1;1;20140812;1;751779;505;1001;1001;一区市场;生产企业直销中心(玩具·花类·饰品及配件·工艺品)
32404509;0215432B            ;1;2;3;20140812;1;762540;17;1003;1003;二区市场;五金工具/配件
32404510;0447677             ;0;4;4;20140812;4;793778;86;1006;1006;四区市场;文胸内衣
32404511;0435677             ;0;5;5;20140812;4;780521;78;1006;1006;四区市场;日用百货
32404512;0327139             ;3;3;6;20140812;5;767679;101;1004;1004;三区市场;镜梳
32404513;0326353             ;2;1;3;20140812;3;774478;109;1004;1004;三区市场;化妆品配件
32404514;0438362             ;0;1;1;20140812;1;782262;133;1006;1006;四区市场;帽子
32404515;01A4006             ;1;3;4;20140812;4;755857;6;1001;1001;一区市场;头饰
32404516;01AA802A            ;0;4;4;20140812;4;752563;115;1001;1001;一区市场;玩具
32404517;0445397A            ;0;1;1;20140812;1;794239;131;1006;1006;四区市场;皮带/配件
32404518;0214270             ;1;1;2;20140812;2;765337;17;1003;1003;二区市场;五金工具/配件
32404519;0440525A            ;0;1;1;20140812;1;789608;74;1006;1006;四区市场;线带
32404520;0215255             ;4;4;8;20140812;7;762919;17;1003;1003;二区市场;五金工具/配件
32404521;01A5613             ;0;2;2;20140812;2;757981;7;1001;1001;一区市场;珠宝首饰
32404522;shop_110443         ;0;2;2;20140812;2;755618;7;1001;1001;一区市场;珠宝首饰
32404523;01AA698             ;1;1;2;20140812;2;753407;115;1001;1001;一区市场;玩具
32404524;0447838             ;1;5;6;20140812;6;797965;86;1006;1006;四区市场;文胸内衣
32404525;shop_115536         ;4;4;8;20140812;7;100008513;522;1007;1007;五区市场;小商品配送
32404526;0443121A            ;0;1;1;20140812;1;779797;80;1006;1006;四区市场;鞋类
32404527;0438909             ;0;6;6;20140812;4;790557;78;1006;1006;四区市场;日用百货
32404528;01A1580B            ;6;13;19;20140812;13;758497;115;1001;1001;一区市场;玩具
32404529;shop_97193          ;0;3;3;20140812;3;762845;17;1003;1003;二区市场;五金工具/配件
32404530;0322252             ;0;9;9;20140812;7;770601;107;1004;1004;三区市场;笔墨纸制品
32404531;02130681            ;1;8;9;20140812;9;768196;23;1003;1003;二区市场;锁具
32404532;0322013             ;3;6;9;20140812;6;774209;107;1004;1004;三区市场;笔墨纸制品
32404533;0219063             ;1;3;4;20140812;4;774306;31;1003;1003;二区市场;五金电器
32404534;shop_120208         ;1;27;28;20140812;25;795063;133;1006;1006;四区市场;帽子
32404535;0323901             ;0;2;2;20140812;2;777093;68;1004;1004;三区市场;办公学习用品
32404536;01A8365B            ;0;31;31;20140812;19;753285;11;1001;1001;一区市场;相框
32404537;0322666             ;0;3;3;20140812;3;768750;107;1004;1004;三区市场;笔墨纸制品
32404538;01A9190             ;1;19;20;20140812;14;751851;504;1001;1001;一区市场;台商馆(花类·饰品·工艺品)
32404539;01A8172B2           ;1;2;3;20140812;3;754236;13;1001;1001;一区市场;旅游工艺
32404540;Y3-0484             ;0;4;4;20140812;2;809185;144;1008;1008;篁园服装市场;女装
32404541;0219543             ;10;30;40;20140812;18;754779;516;1003;1003;二区市场;箱包
32404542;0215611             ;2;36;38;20140812;32;759469;25;1003;1003;二区市场;自行车/童车
32404543;shop_120849         ;7;8;15;20140812;11;100005303;600;1007;1007;五区市场;网商服务
32404545;shop_104089         ;8;15;23;20140812;16;100006807;132;1006;1006;四区市场;针棉织品
32404546;shop_113584         ;2;7;9;20140812;8;100008160;522;1007;1007;五区市场;小商品配送
32404547;0437302A            ;2;8;10;20140812;2;780075;134;1006;1006;四区市场;手套
32404548;Y1-0216             ;0;1;1;20140812;1;810426;141;1008;1008;篁园服装市场;裤
32404549;0441248             ;1;6;7;20140812;6;793046;74;1006;1006;四区市场;线带
32404550;shop_119613         ;2;1;3;20140812;2;770299;17;1003;1003;二区市场;五金工具/配件
32404551;0216207             ;0;2;2;20140812;2;761649;18;1003;1003;二区市场;五金厨卫
32404552;0219669             ;0;6;6;20140812;3;773536;517;1003;1003;二区市场;钟表
32404553;0218250B            ;0;1;1;20140812;1;762208;500;1003;1003;二区市场;电池/灯/电筒(电子)
32404554;0324759             ;1;2;3;20140812;3;774799;68;1004;1004;三区市场;办公学习用品
32404555;0324606             ;1;2;3;20140812;3;771752;68;1004;1004;三区市场;办公学习用品
32404556;01A2150             ;2;1;3;20140812;2;751147;115;1001;1001;一区市场;玩具
32404557;shop_120251         ;0;2;2;20140812;2;774495;508;1004;1004;三区市场;户外用品
32404558;shop_120229         ;0;2;2;20140812;2;768311;24;1003;1003;二区市场;伞具
32404559;shop_115442         ;0;1;1;20140812;1;777815;78;1006;1006;四区市场;日用百货
32404561;0326551A            ;0;5;5;20140812;4;776321;109;1004;1004;三区市场;化妆品配件
32404562;0437012             ;2;5;7;20140812;7;779043;132;1006;1006;四区市场;针棉织品
32404563;0213453             ;0;2;2;20140812;2;762637;23;1003;1003;二区市场;锁具
32404564;0210326A            ;0;3;3;20140812;2;767011;14;1003;1003;二区市场;雨披/包装袋
32404565;Y5-0656B            ;1;3;4;20140812;3;810049;148;1008;1008;篁园服装市场;童装
32404566;0214539             ;0;3;3;20140812;3;763081;17;1003;1003;二区市场;五金工具/配件
32404567;0436223B            ;6;9;15;20140812;14;779072;78;1006;1006;四区市场;日用百货
32404568;shop_99993          ;0;1;1;20140812;1;783464;78;1006;1006;四区市场;日用百货
32404569;0436057A            ;1;1;2;20140812;2;783985;78;1006;1006;四区市场;日用百货
32404570;01A4946B            ;0;6;6;20140812;1;758899;7;1001;1001;一区市场;珠宝首饰
32404571;0213427             ;3;9;12;20140812;11;765124;23;1003;1003;二区市场;锁具
32404572;shop_119647         ;0;3;3;20140812;2;100005363;600;1007;1007;五区市场;网商服务
32404573;shop_117630         ;1;4;5;20140812;2;780920;134;1006;1006;四区市场;手套
32404574;0570745             ;2;10;12;20140812;7;100001170;600;1007;1007;五区市场;网商服务
32404575;shop_97759          ;8;55;63;20140812;41;791308;74;1006;1006;四区市场;线带
32404576;0442693             ;1;5;6;20140812;6;794130;80;1006;1006;四区市场;鞋类
32404577;Y1-0059B            ;0;1;1;20140812;1;803642;141;1008;1008;篁园服装市场;裤
32404578;01A5035A            ;0;2;2;20140812;1;758812;7;1001;1001;一区市场;珠宝首饰
32404579;01A2904B            ;2;7;9;20140812;2;756266;115;1001;1001;一区市场;玩具
32404580;0217931             ;2;4;6;20140812;3;768000;20;1003;1003;二区市场;电讯器材
32404581;0217139             ;0;3;3;20140812;3;759745;19;1003;1003;二区市场;小家电
32404582;0446923             ;0;1;1;20140812;1;797893;88;1006;1006;四区市场;围巾
32404583;0217345             ;0;4;4;20140812;3;765495;19;1003;1003;二区市场;小家电
32404584;shop_101302         ;0;1;1;20140812;1;780970;130;1006;1006;四区市场;袜类
32404585;0327191             ;4;4;8;20140812;5;767707;81;1004;1004;三区市场;化妆品
32404586;0329312             ;4;1;5;20140812;5;813493;93;1004;1004;三区市场;装饰画、装饰画配件及加工机械
32404587;01A1128B            ;1;2;3;20140812;3;758591;1;1001;1001;一区市场;花类
32404588;shop_99005          ;6;10;16;20140812;11;767494;19;1003;1003;二区市场;小家电
32404589;shop_103427         ;4;11;15;20140812;10;772841;68;1004;1004;三区市场;办公学习用品
32404590;shop_109125         ;0;4;4;20140812;3;759079;31;1003;1003;二区市场;五金电器
32404591;01A15071            ;2;8;10;20140812;4;757961;115;1001;1001;一区市场;玩具
32404592;0432642A            ;0;2;2;20140812;2;776846;130;1006;1006;四区市场;袜类
32404593;0432436B            ;0;1;1;20140812;1;779929;130;1006;1006;四区市场;袜类
32404594;0211024             ;0;3;3;20140812;3;765295;15;1003;1003;二区市场;箱包
32404595;0219628             ;0;3;3;20140812;2;763325;517;1003;1003;二区市场;钟表
32404596;0215839             ;0;7;7;20140812;7;767584;17;1003;1003;二区市场;五金工具/配件
32404597;0324215A            ;1;3;4;20140812;4;778557;68;1004;1004;三区市场;办公学习用品
32404598;01A3863A            ;1;4;5;20140812;3;754073;6;1001;1001;一区市场;头饰
32404599;Y4-0719A            ;0;7;7;20140812;5;810099;147;1008;1008;篁园服装市场;睡衣
32404600;0215382A            ;0;7;7;20140812;6;756096;17;1003;1003;二区市场;五金工具/配件
32404601;0436290A            ;0;2;2;20140812;2;789885;78;1006;1006;四区市场;日用百货
32404602;Y2-0620A            ;1;1;2;20140812;1;803970;142;1008;1008;篁园服装市场;男装
32404603;Y5-0345             ;0;1;1;20140812;1;807471;148;1008;1008;篁园服装市场;童装
32404604;shop_101426         ;0;2;2;20140812;1;759844;9;1001;1001;一区市场;装饰工艺
32404605;0438114A            ;1;3;4;20140812;3;786348;155;1006;1006;四区市场;耳罩
32404606;01A7316             ;0;1;1;20140812;1;752356;9;1001;1001;一区市场;装饰工艺
32404607;05629981            ;0;5;5;20140812;4;800312;63;1007;1007;五区市场;床上用品
32404608;shop_118886         ;0;2;2;20140812;2;791259;86;1006;1006;四区市场;文胸内衣
32404610;01AA853             ;8;10;18;20140812;12;751281;115;1001;1001;一区市场;玩具
32404611;shop_97742          ;0;1;1;20140812;1;100005249;600;1007;1007;五区市场;网商服务
32404612;shop_108451         ;0;3;3;20140812;3;786673;131;1006;1006;四区市场;皮带/配件
32404613;shop_112888         ;0;2;2;20140812;2;769148;68;1004;1004;三区市场;办公学习用品
32404614;0560362             ;0;2;2;20140812;2;802294;180;1007;1007;五区市场;进口商品馆-食品保健品
32404615;0214849A            ;1;4;5;20140812;5;767724;17;1003;1003;二区市场;五金工具/配件
32404616;0218022             ;0;2;2;20140812;2;765813;500;1003;1003;二区市场;电池/灯/电筒(电子)
32404617;0437124             ;0;1;1;20140812;1;813039;134;1006;1006;四区市场;手套
32404618;shop_100407         ;0;1;1;20140812;1;802855;141;1008;1008;篁园服装市场;裤
32404619;0443369             ;0;1;1;20140812;1;785709;80;1006;1006;四区市场;鞋类
32404620;0439340             ;0;2;2;20140812;2;790315;133;1006;1006;四区市场;帽子
32404621;01A1588             ;1;1;2;20140812;2;760245;115;1001;1001;一区市场;玩具
32404622;shop_101865         ;2;2;4;20140812;4;805288;142;1008;1008;篁园服装市场;男装
32404623;shop_97581          ;1;1;2;20140812;2;784268;80;1006;1006;四区市场;鞋类
32404624;01A4704             ;0;5;5;20140812;2;759355;6;1001;1001;一区市场;头饰
32404625;shop_112342         ;0;2;2;20140812;2;777206;107;1004;1004;三区市场;笔墨纸制品
32404626;01A6712             ;3;25;28;20140812;17;750787;9;1001;1001;一区市场;装饰工艺
32404627;shop_110503         ;1;3;4;20140812;4;785869;78;1006;1006;四区市场;日用百货
32404628;shop_107550         ;0;7;7;20140812;6;790448;46;1006;1006;四区市场;花边
32404629;01A59971            ;0;9;9;20140812;1;751074;7;1001;1001;一区市场;珠宝首饰
32404630;0322806             ;2;10;12;20140812;10;774907;107;1004;1004;三区市场;笔墨纸制品
32404631;shop_121279         ;1;1;2;20140812;1;810819;150;1008;1008;篁园服装市场;运动服
32404632;01A2488B            ;1;2;3;20140812;3;756269;115;1001;1001;一区市场;玩具
32404633;0214221             ;0;1;1;20140812;1;764534;17;1003;1003;二区市场;五金工具/配件
32404634;0435951             ;2;3;5;20140812;4;788731;78;1006;1006;四区市场;日用百货
32404635;shop_115584         ;2;8;10;20140812;10;100008635;522;1007;1007;五区市场;小商品配送
32404636;0327150             ;4;19;23;20140812;19;772753;81;1004;1004;三区市场;化妆品
32404637;0435053             ;0;4;4;20140812;2;777773;78;1006;1006;四区市场;日用百货
32404638;0325709             ;0;8;8;20140812;5;781352;102;1004;1004;三区市场;文化体育用品
32404639;shop_118170         ;2;1;3;20140812;3;754228;115;1001;1001;一区市场;玩具
32404640;01A3657             ;0;2;2;20140812;2;756399;6;1001;1001;一区市场;头饰
32404641;Y2-0848             ;1;5;6;20140812;5;806759;142;1008;1008;篁园服装市场;男装
32404642;0448802             ;0;5;5;20140812;1;793426;86;1006;1006;四区市场;文胸内衣
32404643;01A1570A            ;0;2;2;20140812;2;756244;115;1001;1001;一区市场;玩具
32404644;0324713A            ;0;1;1;20140812;1;769140;68;1004;1004;三区市场;办公学习用品
32404645;shop_107181         ;0;5;5;20140812;5;769870;109;1004;1004;三区市场;化妆品配件
32404646;Y4-0792             ;0;7;7;20140812;6;807240;149;1008;1008;篁园服装市场;羊毛衫
32404648;0438142             ;3;15;18;20140812;16;780461;134;1006;1006;四区市场;手套
32404649;0447941B            ;57;20;77;20140812;22;795668;86;1006;1006;四区市场;文胸内衣
32404650;0442419B            ;0;1;1;20140812;1;792676;80;1006;1006;四区市场;鞋类
32404651;0216170             ;0;8;8;20140812;8;762314;18;1003;1003;二区市场;五金厨卫
32404652;0438634A            ;4;14;18;20140812;12;780044;133;1006;1006;四区市场;帽子
32404653;01A8487             ;1;2;3;20140812;2;752662;10;1001;1001;一区市场;饰品配件
32404654;shop_101806         ;0;1;1;20140812;1;767490;518;1006;1006;四区市场;日用百货
32404655;0322712             ;2;4;6;20140812;6;774867;107;1004;1004;三区市场;笔墨纸制品
32404656;0440860A            ;1;2;3;20140812;2;791720;74;1006;1006;四区市场;线带
32404657;04AA257             ;0;4;4;20140812;4;100000235;2000;1006;1006;四区市场;旅游购物中心
32404658;04356102            ;1;5;6;20140812;5;787650;78;1006;1006;四区市场;日用百货
32404659;01A1080             ;2;5;7;20140812;4;758469;1;1001;1001;一区市场;花类
32404660;0570718             ;2;2;4;20140812;3;100000967;600;1007;1007;五区市场;网商服务
32404661;0322536A            ;3;2;5;20140812;1;768961;107;1004;1004;三区市场;笔墨纸制品
32404662;0216709             ;2;1;3;20140812;3;776301;18;1003;1003;二区市场;五金厨卫
32404663;0321818A            ;3;17;20;20140812;12;775384;107;1004;1004;三区市场;笔墨纸制品
32404664;0561875             ;2;39;41;20140812;29;811954;63;1007;1007;五区市场;床上用品
32404665;01A7817             ;1;14;15;20140812;9;750816;12;1001;1001;一区市场;瓷器水晶
32404666;0210799B            ;0;2;2;20140812;2;763879;15;1003;1003;二区市场;箱包
32404667;shop_117039         ;0;7;7;20140812;7;100008008;185;1007;1007;五区市场;虚拟商铺
32404668;0214156             ;0;7;7;20140812;6;765449;17;1003;1003;二区市场;五金工具/配件
32404669;Y4-0846             ;2;4;6;20140812;3;810517;153;1008;1008;篁园服装市场;衬衫及其他
32404670;0435835B            ;1;3;4;20140812;4;781643;78;1006;1006;四区市场;日用百货
32404671;0216518             ;0;3;3;20140812;3;761219;18;1003;1003;二区市场;五金厨卫
32404672;01A7695B            ;1;13;14;20140812;10;753190;9;1001;1001;一区市场;装饰工艺
32404674;0430821A            ;1;1;2;20140812;2;779619;130;1006;1006;四区市场;袜类
32404675;0446478             ;0;1;1;20140812;1;796248;88;1006;1006;四区市场;围巾
32404676;0434753             ;1;1;2;20140812;2;787413;78;1006;1006;四区市场;日用百货
32404677;0431600             ;1;3;4;20140812;4;773847;130;1006;1006;四区市场;袜类
32404678;0442943A            ;0;1;1;20140812;1;793629;80;1006;1006;四区市场;鞋类
32404679;shop_116321         ;3;1;4;20140812;4;100008008;185;1007;1007;五区市场;虚拟商铺
32404680;0450694             ;1;14;15;20140812;14;766888;514;1006;1006;四区市场;服饰
32404681;shop_110598         ;1;3;4;20140812;3;763235;17;1003;1003;二区市场;五金工具/配件
32404682;01AA631A            ;0;1;1;20140812;1;756549;1;1001;1001;一区市场;花类
32404683;0441416             ;0;1;1;20140812;1;789432;74;1006;1006;四区市场;线带
32404684;0443397             ;0;2;2;20140812;2;796390;80;1006;1006;四区市场;鞋类
32404685;01A8418             ;0;2;2;20140812;2;753811;10;1001;1001;一区市场;饰品配件
32404686;0434879             ;2;5;7;20140812;5;780856;78;1006;1006;四区市场;日用百货
32404687;0217752             ;0;5;5;20140812;3;770338;20;1003;1003;二区市场;电讯器材
32404688;0215733             ;2;2;4;20140812;1;772390;25;1003;1003;二区市场;自行车/童车
32404689;01A7701B            ;3;5;8;20140812;6;753199;9;1001;1001;一区市场;装饰工艺
32404690;01A5640A            ;0;1;1;20140812;1;758004;7;1001;1001;一区市场;珠宝首饰
32404691;Y4-0078A            ;1;1;2;20140812;2;809811;150;1008;1008;篁园服装市场;运动服
32404692;0450702             ;0;1;1;20140812;1;766896;514;1006;1006;四区市场;服饰
32404693;0438202B            ;0;5;5;20140812;4;781929;134;1006;1006;四区市场;手套
32404694;01A56912            ;1;2;3;20140812;2;751440;7;1001;1001;一区市场;珠宝首饰
32404695;0437533A            ;0;3;3;20140812;3;777919;134;1006;1006;四区市场;手套
32404696;0215780             ;0;1;1;20140812;1;764667;25;1003;1003;二区市场;自行车/童车
32404697;0444129             ;1;6;7;20140812;3;791272;80;1006;1006;四区市场;鞋类
32404698;0214251             ;0;6;6;20140812;4;766199;17;1003;1003;二区市场;五金工具/配件
32404699;01A52121            ;1;1;2;20140812;2;753866;7;1001;1001;一区市场;珠宝首饰
32404700;shop_121362         ;1;5;6;20140812;5;100010266;34020201;340202;340202;东莞义乌购2楼B区;针织区
32404701;0210849B            ;0;1;1;20140812;1;763898;15;1003;1003;二区市场;箱包
32404702;0216089             ;0;5;5;20140812;4;767610;18;1003;1003;二区市场;五金厨卫
32404703;0214900             ;1;8;9;20140812;9;764699;17;1003;1003;二区市场;五金工具/配件
32404704;0322037             ;0;1;1;20140812;1;777211;107;1004;1004;三区市场;笔墨纸制品
32404705;01A30201            ;0;8;8;20140812;8;757011;6;1001;1001;一区市场;头饰
32404706;0211218             ;0;1;1;20140812;1;763112;15;1003;1003;二区市场;箱包
32404707;0325040             ;0;12;12;20140812;4;783511;508;1004;1004;三区市场;户外用品
32404708;04345961            ;2;3;5;20140812;4;781896;78;1006;1006;四区市场;日用百货
32404709;0438686A            ;0;2;2;20140812;1;794063;133;1006;1006;四区市场;帽子
32404710;shop_104892         ;0;2;2;20140812;2;797500;86;1006;1006;四区市场;文胸内衣
32404711;0436174             ;0;1;1;20140812;1;781585;78;1006;1006;四区市场;日用百货
32404712;0446470             ;0;3;3;20140812;3;788982;88;1006;1006;四区市场;围巾
32404713;01A7510A            ;6;14;20;20140812;11;751884;9;1001;1001;一区市场;装饰工艺
32404714;0437776A            ;1;1;2;20140812;2;788474;134;1006;1006;四区市场;手套
32404715;0448924             ;1;4;5;20140812;5;792406;86;1006;1006;四区市场;文胸内衣
32404716;0324216B            ;0;1;1;20140812;1;769244;68;1004;1004;三区市场;办公学习用品
32404717;0217610B            ;1;1;2;20140812;2;761467;20;1003;1003;二区市场;电讯器材
32404718;0327606A            ;1;1;2;20140812;2;782115;104;1004;1004;三区市场;纽扣/拉链
32404719;01A2654             ;0;2;2;20140812;2;753634;115;1001;1001;一区市场;玩具
32404720;0218436             ;1;4;5;20140812;4;768526;22;1003;1003;二区市场;钟表
32404721;0213074             ;1;1;2;20140812;2;763782;23;1003;1003;二区市场;锁具
32404722;0324696             ;0;2;2;20140812;2;764061;68;1004;1004;三区市场;办公学习用品
32404723;01A5822A            ;0;5;5;20140812;5;752270;7;1001;1001;一区市场;珠宝首饰
32404724;01A3189B            ;1;3;4;20140812;4;757250;6;1001;1001;一区市场;头饰
32404725;0210448B            ;0;1;1;20140812;1;777119;14;1003;1003;二区市场;雨披/包装袋
32404726;0434244B            ;0;1;1;20140812;1;780494;78;1006;1006;四区市场;日用百货
32404727;01A2508B            ;0;2;2;20140812;2;757664;115;1001;1001;一区市场;玩具
32404728;01AA599B            ;0;1;1;20140812;1;757811;1;1001;1001;一区市场;花类
32404729;01A4971B            ;0;2;2;20140812;2;756461;6;1001;1001;一区市场;头饰
32404730;shop_116064         ;3;12;15;20140812;13;795560;102;1004;1004;三区市场;文化体育用品
32404731;shop_117918         ;1;2;3;20140812;3;788809;78;1006;1006;四区市场;日用百货
32404732;0434600B            ;1;3;4;20140812;2;785674;78;1006;1006;四区市场;日用百货
32404733;0448279             ;0;1;1;20140812;1;798019;86;1006;1006;四区市场;文胸内衣
32404734;0216873             ;2;3;5;20140812;2;762175;18;1003;1003;二区市场;五金厨卫
32404735;0214301             ;0;1;1;20140812;1;765338;17;1003;1003;二区市场;五金工具/配件
32404736;0324650             ;0;3;3;20140812;2;772953;68;1004;1004;三区市场;办公学习用品
32404737;Y2-0952A            ;0;3;3;20140812;3;807044;142;1008;1008;篁园服装市场;男装
32404738;0434519B            ;0;1;1;20140812;1;785932;78;1006;1006;四区市场;日用百货
32404739;0327224             ;0;1;1;20140812;1;768481;109;1004;1004;三区市场;化妆品配件
32404740;0442664             ;0;1;1;20140812;1;788594;80;1006;1006;四区市场;鞋类
32404741;0211402             ;8;8;16;20140812;13;761544;15;1003;1003;二区市场;箱包
32404742;0434469B1           ;0;2;2;20140812;2;788801;78;1006;1006;四区市场;日用百货
